WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_MORPH-VALUE_LETTER-CASE	letter case	The distinction between [majuscule](https://en.wiktionary.org/wiki/majuscule) ([uppercase](https://en.wiktionary.org/wiki/uppercase)) and [minuscule](https://en.wiktionary.org/wiki/minuscule) ([lowercase](https://en.wiktionary.org/wiki/lowercase)) letters.	https://en.wiktionary.org/wiki/letter_case
		ML_CUSTOM_LEXEME	lexeme	The abstract "word" underlying a set of inflections; for example, _gives_ and _given_ belong to the same lexeme, which is usually identified by its lemma form [_give_](https://en.wiktionary.org/wiki/give#English). See also: (1) [Wikipedia's article on lexemes](https://en.wikipedia.org/wiki/lexeme), (2) [Wiktionary:Languages with more than one grammatical gender](https://en.wiktionary.org/wiki/Wiktionary:Languages_with_more_than_one_grammatical_gender), (3) [conjugation](#C) and (4) [declension](#D).	https://en.wiktionary.org/wiki/lexeme
		ML_CUSTOM_LIAISON	liaison	The phonological fusion of two consecutive words and the manner in which this occurs, for example intrusion, consonant–vowel linking, etc.	https://en.wiktionary.org/wiki/liaison
		ML_CUSTOM_LIGATURE	ligature	A character that visually combines multiple letters, such as [_æ_](https://en.wiktionary.org/wiki/%C3%A6#Translingual), [_œ_](https://en.wiktionary.org/wiki/%C5%93#Translingual), [_ß_](https://en.wiktionary.org/wiki/%C3%9F#Translingual) or [_ĳ_](https://en.wiktionary.org/wiki/%C4%B3#Translingual).	https://en.wiktionary.org/wiki/ligature
		ML_POS_LINKING-VERB	linking verb	Another term for [copula](#copula).	https://en.wiktionary.org/wiki/linking_verb
		ML_CUSTOM_LITERAL	literal	Exactly as stated; read or understood without additional interpretation; not [figurative](#figurative) or [metaphorical](#metaphorical).	https://en.wiktionary.org/wiki/literal
		ML_CUSTOM_LITERARY	literary	A [higher](#higher_register) [register](#register) found mainly in literature.	https://en.wiktionary.org/wiki/literary
		ML_CUSTOM_LITOTES	litotes	Stating a positive by negating the negative — a form of understatement. ("I am not unaware of your difficulties.")	https://en.wiktionary.org/wiki/litotes
		ML_CUSTOM_LOANBLEND	loanblend	A [partial calque](#partial_calque).	https://en.wiktionary.org/wiki/loanblend
		ML_MORPH-VALUE_LOCATIVE-CASE	locative case	[Locative](https://en.wiktionary.org/wiki/locative). A [case](#case) used to indicate place, or the place where, or wherein. It corresponds roughly to the English prepositions "in", "on", "at", and "by". Some languages use the same locative case construct to indicate when, so the English phrase "in summer" would use the locative case construct.	https://en.wiktionary.org/wiki/locative_case
		ML_MORPH-VALUE_LOCATIVE-QUALITATIVE-CASE	locative-qualitative case	Nouns in the form of the locative-qualitative case are qualifiers in the sentence and signify the locational or temporal mark of the qualified word. The qualifier is not specific but general or universalized. / See also [_Appendix:Uyghur nouns_](https://en.wiktionary.org/wiki/Appendix:Uyghur_nouns).	https://en.wiktionary.org/wiki/locative-qualitative_case
		ML_CUSTOM_LOGOPHORICITY	logophoricity	Logophorical pronouns (logophors) are personal pronouns in some languages (such as Ainu, Ewe and Japanese) that marks the speaker when being quoted (or the entity whose thoughts or feelings are being reported). See also: [Wikipedia's article on logophoricity](https://en.wikipedia.org/wiki/logophoricity).	https://en.wiktionary.org/wiki/logophoricity
		ML_CUSTOM_LOOSELY	loosely	Indicates an imprecise use of words; short for _loosely speaking_. For most practical purposes, synonymous with [broadly](#broad). / Contrast _strict_ or _narrow_ sense; [_strictly_](#strictly).	https://en.wiktionary.org/wiki/loosely
		ML_CUSTOM_M	m	_See [_masculine_](#masculine)._	
		ML_CUSTOM_MPL	mpl	[Masculine](#masculine) [plural](#plural).	
		ML_CUSTOM_MACRON	macron	A short, straight, horizontal [diacritical](#diacritic) mark ( ¯ ) placed over any of various letters, usually to indicate that the pronunciation of a [vowel](#vowel) is long.	https://en.wiktionary.org/wiki/macron
		ML_CUSTOM_MARKED	marked	The quality of a sound (etc.) to [stand out](https://en.wiktionary.org/wiki/stand_out) in some way compared to a more [trivial](https://en.wiktionary.org/wiki/trivial) or [default](https://en.wiktionary.org/wiki/default) counterpart (which is **unmarked**), such as by requiring an extra [feature](https://en.wiktionary.org/wiki/feature) to [articulate](https://en.wiktionary.org/wiki/articulate) or by carrying a [morphological](https://en.wiktionary.org/wiki/morphological) power absent from the unmarked form.	https://en.wiktionary.org/wiki/marked
		ML_POS_MASS-NOUN	mass noun	_See [_uncountable_](#uncountable)._	https://en.wiktionary.org/wiki/mass_noun
		ML_CUSTOM_MEASURE-WORD	measure word	_See [_counter_](#counter)._	https://en.wiktionary.org/wiki/measure_word
		ML_CUSTOM_MEDIOPASSIVE	mediopassive	The grammatical [voice](#voice) that subsumes the meanings of both the [middle voice](#middle_voice) and [passive voice](#passive_voice). Several languages (e.g. [Sanskrit](https://en.wiktionary.org/wiki/Sanskrit), [Greek](https://en.wiktionary.org/wiki/Greek), [Icelandic](https://en.wiktionary.org/wiki/Icelandic) and [Albanian](https://en.wiktionary.org/wiki/Albanian)) make a [morphological](#morphology) distinction between active and mediopassive voices, and in such languages, the mediopassive can have either middle, passive or (often) [reflexive](#reflexive) semantics. Often used interchangeably with the [middle voice](#middle_voice).	https://en.wiktionary.org/wiki/mediopassive
		ML_CUSTOM_MEN-S-SPEECH	men 's speech	In certain languages (for example, [Karajá language](https://en.wikipedia.org/wiki/Karaj%C3%A1_language)), men and women use or historically used distinct words and inflected forms. / Compare [women's speech](#women's_speech).	https://en.wiktionary.org/wiki/men, https://en.wiktionary.org/wiki/speech
		ML_CUSTOM_MERGER	merger	In etymology, a [confluence](https://en.wiktionary.org/wiki/confluence) of two etymologically separate sources into eventually one and the same term, motivated by a coincidental [phono-semantic](https://en.wiktionary.org/wiki/phono-semantic) similarity between them. For example, Old English [_nǣmel_](https://en.wiktionary.org/wiki/n%C3%A6mel#Old_English) (“receptive, quick to grasp”) and [_numol_](https://en.wiktionary.org/wiki/numol#Old_English) (“able to take, capable of holding”) apparently merged into English [_nimble_](https://en.wiktionary.org/wiki/nimble#English), which absorbed the [semantics](https://en.wiktionary.org/wiki/semantics) of both words. An extreme type of [conflation](#conflation). Contrast [_blend_](#blend). In phonology, a [sound change](https://en.wiktionary.org/wiki/sound_change) that results in two [phonemes](#phoneme) (typically referring to [vowels](#vowel)) becoming one phoneme as a result of increasingly similar pronunciation over time. This need not affect an entire language, but will (at least initially) apply to a particular [variety](#variety) of the language, such as one regional “[accent](https://en.wiktionary.org/wiki/accent)” or [dialect](https://en.wiktionary.org/wiki/dialect). Example: the recent [cot-caught merger](https://en.wiktionary.org/wiki/cot-caught_merger) affecting some English speakers.	https://en.wiktionary.org/wiki/merger
		ML_CUSTOM_MERONYM	meronym	A term that denotes a part of the whole that is denoted by another term. For example, the word "arm" is a **meronym** of the word "body". The term which describes the _whole_, as being an opposite of meronym, is [_holonym_](#holonym).	https://en.wiktionary.org/wiki/meronym
		ML_CUSTOM_METAPHORICAL	metaphorical	The use of a word or phrase as a [metaphor](https://en.wiktionary.org/wiki/metaphor) to refer to something that it is not, invoking a direct similarity between the word or phrase used and the thing described. See also [simile](#simile) and [figurative](#figurative).	https://en.wiktionary.org/wiki/metaphorical
		ML_CUSTOM_METANALYSIS	metanalysis	_See [_rebracketing_](#rebracketing)._	https://en.wiktionary.org/wiki/metanalysis
		ML_CUSTOM_METATHESIS	metathesis	A [sound change](#sound_change) in which two sounds or groups of sounds exchange position in a word. A form showing metathesis is described as [_metathetic_](https://en.wiktionary.org/wiki/metathetic#English). The sounds may be adjacent, as in [_ax_](https://en.wiktionary.org/wiki/ax#English), the metathetic form of the verb [_ask_](https://en.wiktionary.org/wiki/ask#English), or farther apart, as in Spanish [_palabra_](https://en.wiktionary.org/wiki/palabra#Spanish) from Latin [_parabola_](https://en.wiktionary.org/wiki/parabola#Latin); there, the sound change is [hyperthesis](#hyperthesis).	https://en.wiktionary.org/wiki/metathesis
		ML_CUSTOM_METONYM	metonym	A figure of speech which substitutes one part for the whole. For example, to count how many cattle in a herd, one counts the heads. To describe the herd, one would say, "There are fifty head of cattle." This does not mean there are only heads, but the head is substituting for the whole animal.	https://en.wiktionary.org/wiki/metonym
		ML_CUSTOM_MIDDLE-VOICE	middle voice	The [voice](#voice) verb form in which the [subject](#subject) of a verb performs some action upon itself, as in the English sentence _The plane landed_ (contrast [active voice](#active_voice) _The pilot landed the plane_ and [passive voice](#passive_voice) _The plane was landed (by the pilot)_). Often used interchangeably with the [mediopassive voice](#mediopassive_voice). In some languages, such as [Sanskrit](https://en.wiktionary.org/wiki/Sanskrit), [Ancient Greek](https://en.wiktionary.org/wiki/Ancient_Greek), [Icelandic](https://en.wiktionary.org/wiki/Icelandic) and [Albanian](https://en.wiktionary.org/wiki/Albanian), the middle voice is distinguished [morphologically](#morphology) from the active voice. [Ancient Greek](https://en.wiktionary.org/wiki/Ancient_Greek), in particular, has a three-way morphological distinction between active, middle and passive voices in the [aorist](#aorist) and [future](#future) tenses.	https://en.wiktionary.org/wiki/middle_voice
		ML_CUSTOM_MINCED-OATH	minced oath	A euphemism based on a profanity that has been altered to reduce or remove the objectionable characteristics of the original expression. Examples in English include [_heck_](https://en.wiktionary.org/wiki/heck#English) instead of [_hell_](https://en.wiktionary.org/wiki/hell#English) and [_dang_](https://en.wiktionary.org/wiki/dang#English) instead of [_damn_](https://en.wiktionary.org/wiki/damn#English).	https://en.wiktionary.org/wiki/minced_oath
		ML_CUSTOM_MIXED	mixed	A type of declension in German that uses endings that are a combination of [strong](#strong_declension) and [weak](#weak_declension) endings. In adjectives, the mixed declension is used when accompanied by an indefinite article, or more generally by an [_ein_](https://en.wiktionary.org/wiki/ein#German)-word (a determiner that has a null ending in the nominative masculine and neuter singular, similar to the indefinite article [_ein_](https://en.wiktionary.org/wiki/ein#German)). The mixed declension uses strong endings precisely in those inflections where the indefinite article has a null ending, and weak endings otherwise. By analogy, nouns declined according to the mixed declension look like strong nouns in the singular (with genitive in _-s_ and/or _-es_) but weak nouns in the plural (with plural in _-n_ and/or _-en_). Most mixed nouns were once weak nouns that have transitioned to strong nouns in the singular but maintain the original weak plural ending. See [Category:German mixed nouns](https://en.wiktionary.org/wiki/Category:German_mixed_nouns) for a list of German mixed nouns.	https://en.wiktionary.org/wiki/mixed
		ML_CUSTOM_MONOLECTIC	monolectic	Used of a grammatical form accomplished with one word (compare [polylectic](#polylectic) and [periphrastic](#periphrastic)).	https://en.wiktionary.org/wiki/monolectic
		ML_CUSTOM_MONOSYLLABLE	monosyllable	A word consisting of only one [syllable](#syllable).	https://en.wiktionary.org/wiki/monosyllable
		ML_CUSTOM_MOOD	mood	One of the forms of a [verb](#verb), used to indicate the speaker's attitude toward what they are saying (e.g. a statement of fact, of desire, of command, etc.). Examples include [indicative](#indicative_mood), [subjunctive](#subjunctive_mood), [imperative](#imperative_mood), [conditional](#conditional_mood).	https://en.wiktionary.org/wiki/grammatical_mood
		ML_CUSTOM_MORPHOLOGICAL	morphological	In [linguistics](https://en.wiktionary.org/wiki/linguistics), the study of words and how they are formed from component parts ([morphemes](#morpheme)). It also refers to the structure of the words themselves. Some languages lean more heavily on morphology to carry grammatical distinctions, while others rely more on [syntax](#syntax). Compare English _I make_, _I will make_, _it is made_ (using syntax to encode [person](#person), [tense](#tense) and [voice](#voice) distinctions) vs. Latin [_faciō_](https://en.wiktionary.org/wiki/facio#Latin), [_facem_](https://en.wiktionary.org/wiki/facem#Latin), [_facitur_](https://en.wiktionary.org/wiki/facitur#Latin) (using morphology).	https://en.wiktionary.org/wiki/morphological
		ML_POS_MULTIDIRECTIONAL-VERB	multidirectional verb	In the [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages), a verb of motion whose motion is multidirectional (as opposed to unidirectional) or indirect, or whose action is repeated or in a series ([iterative](#iterative)). Also called an [abstract verb](#abstract_verb) or [indeterminate verb](#indeterminate_verb). The opposite type of verb, which expresses a single, completed action, is termed a [unidirectional verb](#unidirectional_verb) (also [concrete verb](#concrete_verb) or [determinate verb](#determinate_verb)). Motion verbs in the [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages) come in multidirectional/unidirectional lexical pairs, e.g. Russian [_ходи́ть_](https://en.wiktionary.org/wiki/%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%8C#Russian) (xodítʹ, “to [go](https://en.wiktionary.org/wiki/go)”, multidirectional) vs. [_идти́_](https://en.wiktionary.org/wiki/%D0%B8%D0%B4%D1%82%D0%B8#Russian) (idtí, “to [go](https://en.wiktionary.org/wiki/go)”, unidirectional), [_бе́гать_](https://en.wiktionary.org/wiki/%D0%B1%D0%B5%D0%B3%D0%B0%D1%82%D1%8C#Russian) (bégatʹ, “to run”, multidirectional) vs. [_бежа́ть_](https://en.wiktionary.org/wiki/%D0%B1%D0%B5%D0%B6%D0%B0%D1%82%D1%8C#Russian) (bežátʹ, “to run”, unidirectional), [_носи́ть_](https://en.wiktionary.org/wiki/%D0%BD%D0%BE%D1%81%D0%B8%D1%82%D1%8C#Russian) (nosítʹ, “to carry”, multidirectional) vs. [_нести́_](https://en.wiktionary.org/wiki/%D0%BD%D0%B5%D1%81%D1%82%D0%B8#Russian) (nestí, “to carry”, unidirectional). English does not make this distinction. For example, "I went to the post office" could be multidirectional (if I went there and came back) or unidirectional (if I am there now), and different Russian verbs would be used to translate "went" in these two circumstances. In Polish coming back does not cause multidirectional verbs to be used, only doing something many times (_Chodzę do biura._ 'I go to the office (every day).' vs. _Idę do biura_ 'I am going to the office (now).') or moving without target (_Chodzę po pokoju_ 'I am walking around the room.' vs. _Idę przez pokój._ 'I am walking across the room.') does. In many Slavic languages, multidirectional verbs are always [imperfective](#imperfective_aspect) in [aspect](#aspect), even with prefixes that are normally associated with the [perfective aspect](#perfective_aspect) (e.g. Polish _przybiegać_). Czech–Slovak languages work differently, as they differentiate between perfective pairs as well, e.g. Czech imperfective _nést_ and _nosit_, perfective _nanést_ and _nanosit_ (the imperfective form is _nanášet_).	https://en.wiktionary.org/wiki/multidirectional, https://en.wiktionary.org/wiki/verb
		ML_CUSTOM_MUTATION	mutation	The property of a sound in a word, often a [consonant](#consonant) but possibly a [vowel](#vowel) (as in [ablaut](#ablaut) and [umlaut](#umlaut)), altering due to its [morphological](https://en.wiktionary.org/wiki/morphology) or [syntactic](https://en.wiktionary.org/wiki/syntax), as opposed to [phonological](https://en.wiktionary.org/wiki/phonology), context. Examples of consonant mutations include the word-initial consonant mutations found in many Celtic languages.	https://en.wiktionary.org/wiki/mutation
		ML_CUSTOM_MUTEH	muteh	In French, an initial ⟨h⟩ that is treated like a [vowel](#vowel); that is to say, [liaison](https://en.wiktionary.org/wiki/liaison) and [elision](https://en.wiktionary.org/wiki/elision) are permitted at the beginning of words that have a mute h.	https://en.wiktionary.org/wiki/mute_h
		ML_CUSTOM_N	n	_See [_noun_](#noun)._	
		ML_CUSTOM_NARROWLY	narrowly	Indicates a more precise use of words; short for _narrowly speaking_. For most practical purposes, synonymous with [_strictly_](#strictly). / Contrast [_loose_](#loose) (_broad_) senses.	https://en.wiktionary.org/wiki/narrowly
		ML_CUSTOM_NASAL-INFIX	nasal infix	The [infix](#infix) [_*-né-_](https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/-n%C3%A9-) or _*-n-_ in [Proto-Indo-European](https://en.wiktionary.org/wiki/Proto-Indo-European), one of the affixes marking the [imperfective](#imperfective) aspect. / It appears in several of the [Indo-European](https://en.wiktionary.org/wiki/Indo-European) languages: for instance, Latin [_vincit_](https://en.wiktionary.org/wiki/vincit#Latin) (“wins”) vs. [_vīcit_](https://en.wiktionary.org/wiki/vicit#Latin) (“has won”); Ancient Greek [_λαμβάνω_](https://en.wiktionary.org/wiki/%CE%BB%CE%B1%CE%BC%CE%B2%CE%AC%CE%BD%CF%89#Ancient_Greek) (lambánō, “I take”) vs. Ancient Greek [_ἔλᾰβον_](https://en.wiktionary.org/wiki/%E1%BC%94%CE%BB%CE%B1%CE%B2%CE%BF%CE%BD#Ancient_Greek) (élăbon, “I took”).	
		ML_CUSTOM_NEGATIVE-POLARITY-ITEM	negative polarity item	A term or construction that is generally found only in negative sentences, questions, conditionals, and certain other “negative polarity” contexts; for example, [_anyone_](https://en.wiktionary.org/wiki/anyone#English) is a negative polarity item, as one can say "I did not see anyone", "Did you see anyone?" and "If anyone wants this, speak up now", but not *"I saw anyone." Several expressions have similar properties, such as [_budge an inch_](https://en.wiktionary.org/wiki/budge_an_inch#English): "I won't budge an inch" and "Will he even budge an inch?", but not normally *"He budged an inch in the negotiations." See also [_positive polarity item_](#positive_polarity_item).	
		ML_POS_NEGATIVE-VERB	negative verb	An [auxiliary verb](#auxiliary_verb) used to form negatives of verbs in some languages. See also [_connegative_](#connegative).	https://en.wiktionary.org/wiki/negative_verb
		ML_CUSTOM_NEOLOGISM	neologism	In general usage, a neologism refers to any newly coined term or meaning. For more information on the term's use in Wiktionary, see [Wiktionary:Neologisms](https://en.wiktionary.org/wiki/Wiktionary:Neologisms).	https://en.wiktionary.org/wiki/neologism
		ML_CUSTOM_NOMINAL	nominal	Related to [nouns](#noun). See also [_denominal_](#denominal). / As a noun, it refers to any [part of speech](#part_of_speech) that is noun-like in some way, and normally includes [nouns](#noun) themselves along with [adjectives](#adjective), [pronouns](#pronoun) and [determiners](#determiner). The [inflection](#inflection) of nominals is commonly called [declension](#declension).	https://en.wiktionary.org/wiki/nominal
		ML_MORPH-VALUE_NOMINATIVE-CASE	nominative case	A [case](#case) that is usually used as the [subject](#subject) of a [verb](#verb). For example, if English had a fully [productive](#productive) case system, then (the) _man_ in "The man threw the ball" would most likely be in the nominative case.	https://en.wiktionary.org/wiki/nominative_case
		ML_CUSTOM_NOMINALIZATION-OR-SUBSTANTIVIZATION	nominalization or substantivization	The use of a word which is not a [noun](#noun) (e.g. a [verb](#verb) or [adjective](#adjective)) as a noun.	https://en.wiktionary.org/wiki/nominalization, https://en.wiktionary.org/wiki/substantivization
		ML_CUSTOM_NONCE-WORD	nonce word	A word invented for the occasion.	https://en.wiktionary.org/wiki/nonce_word
		ML_CUSTOM_NONFINITE	nonfinite	Of a verb – lacking grammatical [person](#person) and [number](#number) attributes; most nonfinite verbs found in English are [infinitives](#infinitive), [participles](#participle) and [gerunds](#gerund).	https://en.wiktionary.org/wiki/nonfinite, https://en.wiktionary.org/wiki/non-finite
		ML_CUSTOM_NON-PAST-TENSE	non-past tense	The [tense](#tense) of a [verb](#verb) that does not pertain to the [past](#past); in particular, applicable to both the [present](#present) and the [future](#future). Common in some languages, such as Arabic. In English, the main verb in the sentences _I am running tomorrow_ and _I am running now_ can be said to be in the non-past tense, since the same verb can be used to express both the present and the future.	https://en.wiktionary.org/wiki/non-past
		ML_CUSTOM_NONSTANDARD	nonstandard	Not conforming to the [standard variety](https://en.wiktionary.org/wiki/standard_variety) or [standard language](https://en.wiktionary.org/wiki/standard_language) as accepted by the majority of its speakers; frequently considered incorrect. / Contrast [_standard_](#standard).	https://en.wiktionary.org/wiki/nonstandard
		ML_CUSTOM_NONVIRILE	nonvirile	In Slavic languages, a plural [gender](#gender) used for all groups that do not contain men, as well as plurals of [masculine](#masculine) animate, masculine inanimate, [feminine](#feminine) and [neuter](#neuter) nouns. / Contrast [_virile_](#virile).	https://en.wiktionary.org/wiki/nonvirile
		ML_CUSTOM_NOT-COMPARABLE	not comparable	_See [_incomparable_](#incomparable)._	
		ML_POS_NOUN-ADJUNCT	noun adjunct	See [_attributive_](#attributive).	https://en.wiktionary.org/wiki/noun_adjunct
		ML_POS_NOUN-CLASS	noun class	In some languages (especially the [Bantu](https://en.wiktionary.org/wiki/Bantu) languages), a way of classifying nouns much like [gender](#gender), but determined by other considerations such as the type and shape of an object, whether it is [animate](#animate) or [inanimate](#inanimate), a person or non-person, and so on.	https://en.wiktionary.org/wiki/noun_class
		ML_POS_NOUN-CLAUSE	noun clause	A type of [dependent clause](#dependent_clause) that takes the place of nouns. Examples are _I said that my name is John_ as well as _I suggested that he leave_ and _That the color of the sky on Mars is pinking-red is surprising to me_. Noun clauses can also be [nonfinite](#nonfinite) (i.e. with the verb in the form of an [infinitive](#infinitive)), as in _I asked him to leave_ (compare the [synonymous](#synonym) _I asked that he leave_, expressed using a [finite](#finite) verb).	https://en.wiktionary.org/wiki/noun_clause
		ML_MORPH-VALUE_NUMBER	number	A grammatical category that indicates how many items or individuals. Examples are [singular](#singular_number), [plural](#plural_number) and [dual](#dual_number).	https://en.wiktionary.org/wiki/number
		ML_CUSTOM_NUMERONYM	numeronym	A [number](https://en.wiktionary.org/wiki/number)-based [word](https://en.wiktionary.org/wiki/word) such as [9/11](https://en.wiktionary.org/wiki/9/11#English) and [24/7](https://en.wiktionary.org/wiki/24/7#English).	https://en.wiktionary.org/wiki/numeronym
		ML_MORPH-VALUE_OBLIQUE-CASE	oblique case	Any case that is neither [nominative](#nominative_case) nor [vocative](#vocative_case). The term is therefore often plural ("the oblique cases"); but in some languages, such as [Hindustani](https://en.wiktionary.org/wiki/Hindustani) and [Old French](https://en.wiktionary.org/wiki/Old_French), the oblique is a particular case form, used for example (in Old French) for the [direct object](#direct_object) and with prepositions.	https://en.wiktionary.org/wiki/oblique_case, https://en.wiktionary.org/wiki/objective_case
		ML_CUSTOM_OBSOLETE	obsolete	No longer in use, and (of a term) no longer likely to be understood. _Obsolete_ is a stronger term than [_archaic_](#archaic), and a much stronger term than [_dated_](#dated). See [Wiktionary:Obsolete and archaic terms](https://en.wiktionary.org/wiki/Wiktionary:Obsolete_and_archaic_terms). Distinguish: an _obsolete_ term is no longer in use, while the thing it once referred to may or may not exist; a [_historical_](#historical) term is still in use, but refers to a thing which no longer exists.	https://en.wiktionary.org/wiki/obsolete
		ML_CUSTOM_OED	OED	[Oxford English Dictionary](https://en.wikipedia.org/wiki/Oxford_English_Dictionary). / See also **SOED** (Shorter), **OED1** (1st edition – also known as **NED**, the _New English Dictionary_), **OED2** (2nd edition).	
		ML_CUSTOM_OFFENSIVE	offensive	Describing language that is intended or likely to cause [offense](https://en.wiktionary.org/wiki/offense); [insulting](https://en.wiktionary.org/wiki/insulting); [objectionable](https://en.wiktionary.org/wiki/objectionable); [rude](https://en.wiktionary.org/wiki/rude).	https://en.wiktionary.org/wiki/offensive
		ML_CUSTOM_OPTATIVE-MOOD	optative mood	A category of verb form (a [mood](#mood)) that expresses wishes or similar meanings. Such a category occurs in [Ancient Greek](https://en.wiktionary.org/wiki/Ancient_Greek) and [Sanskrit](https://en.wiktionary.org/wiki/Sanskrit).	https://en.wiktionary.org/wiki/optative_mood
		ML_CUSTOM_ORTHOGRAPHIC-BORROWING	orthographic borrowing	A [loanword](#loanword) that has been borrowed in its written form and re-pronounced according to the conventions of the target language, particularly in East Asian languages written with Chinese characters. For example, the Chinese name [_毛澤東_](https://en.wikipedia.org/wiki/zh:%E6%AF%9B%E6%BE%A4%E6%9D%B1) / [_毛泽东_](https://en.wikipedia.org/wiki/zh:%E6%AF%9B%E6%B3%BD%E4%B8%9C) (Máo Zédōng) is rendered in Japanese as [_毛沢東_](https://en.wikipedia.org/wiki/ja:%E6%AF%9B%E6%B2%A2%E6%9D%B1) (Mō Takutō): the spelling is the same, but the characters have been pronounced as if they were Japanese words, leading to a significantly different pronunciation. Sometimes, the pronunciations in the source and donor language have no etymological relationship. For example, the Japanese noun [葉(は)書(がき)](https://en.wiktionary.org/wiki/%E8%91%89%E6%9B%B8#Japanese) (hagaki, “postcard”) was orthographically borrowed into Korean as [엽서(葉書)](https://en.wiktionary.org/wiki/%EC%97%BD%EC%84%9C#Korean) (yeopseo, “postcard”); another example is that the Japanese verb [取(と)り消(け)す](https://en.wiktionary.org/wiki/%E5%8F%96%E3%82%8A%E6%B6%88%E3%81%99#Japanese) (torikesu, “cancel”) was orthographically borrowed into Chinese as [取消](https://en.wiktionary.org/wiki/%E5%8F%96%E6%B6%88#Chinese) (qǔxiāo, “cancel”), and also into Korean as [취소(取消)](https://en.wiktionary.org/wiki/%EC%B7%A8%EC%86%8C#Korean) (chwiso, “cancel”).	https://en.wiktionary.org/wiki/orthographic, https://en.wiktionary.org/wiki/borrowing
		ML_CUSTOM_OUTDATED	outdated	see [_dated_](#dated)	https://en.wiktionary.org/wiki/outdated
		ML_CUSTOM_OXYTONE	oxytone	With the [stress](#stress) upon the final syllable (e.g., Greek [_εθνικός_](https://en.wiktionary.org/wiki/%CE%B5%CE%B8%CE%BD%CE%B9%CE%BA%CF%8C%CF%82#Greek) (ethnikós), or English [_incomplete_](https://en.wiktionary.org/wiki/incomplete#English)). Compare with [paroxytone](#paroxytone), [proparoxytone](#proparoxytone), and [barytone](#barytone).	https://en.wiktionary.org/wiki/oxytone
		ML_CUSTOM_P	p.	_post_ or after, often used in quotations. Hence, a quotation from "p. 1924" is a quotation from no earlier than 1924. / _See [_plural_](#plural)._	
		ML_CUSTOM_PALATALIZATION	palatalization	The state or quality of being [palatalized](https://en.wiktionary.org/wiki/palatalized), i.e. of pronouncing a sound with the tongue against the [palate](https://en.wiktionary.org/wiki/palate) of the mouth that normally is not so pronounced. Some languages, such as [Russian](https://en.wiktionary.org/wiki/Russian) and [Irish](https://en.wiktionary.org/wiki/Irish), have pairs of palatalized and unpalatalized [consonant](#consonant) [phonemes](#phoneme). A [sound change](#sound_change) that involves a change of consonants to become palatalized or move in the direction of the palate; one of the most common of sound changes, and usually triggered by a following /e/, /i/ or /j/. In English, palatalization (known as [yod-coalescence](https://en.wikipedia.org/wiki/yod-coalescence)) converted /t/, /d/, /s/, /z/ to /t͡ʃ/, /d͡ʒ/, /ʃ/, /ʒ/ before a /j/ (which was later lost), resulting in the sounds found in _nature_, _procedure_, _pressure_, _measure_, where the spelling still indicates the sound as it was prior to palatalization. Palatalization still operates [synchronically](https://en.wiktionary.org/wiki/synchronically) before a /j/, producing, for instance, the pronunciations [_gotcha_](https://en.wiktionary.org/wiki/gotcha#English) and [_didja_](https://en.wiktionary.org/wiki/didja#English) from _[_got_](https://en.wiktionary.org/wiki/got#English) [_you_](https://en.wiktionary.org/wiki/you#English)_ and _[_did_](https://en.wiktionary.org/wiki/did#English) [_you_](https://en.wiktionary.org/wiki/you#English)_.	https://en.wiktionary.org/wiki/palatalization
		ML_CUSTOM_PALINDROME	palindrome	A word, phrase, number or any other [sequence](https://en.wiktionary.org/wiki/sequence) of units which has the property of reading the same [forwards](https://en.wiktionary.org/wiki/forwards) as it does [backwards](https://en.wiktionary.org/wiki/backwards), character for character, sometimes disregarding punctuation, [capitalization](https://en.wiktionary.org/wiki/capitalization) and [diacritics](https://en.wiktionary.org/wiki/diacritic).	https://en.wiktionary.org/wiki/palindrome
		ML_CUSTOM_PARADIGM	paradigm	A set of all forms which contain a common element, especially the set of all [inflectional](#inflection) forms of a word or a particular grammatical category.	https://en.wiktionary.org/wiki/paradigm
		ML_CUSTOM_PARAGOGE	paragoge	The addition of sounds at the end of a word without changing its morphological structure or meaning. Cf. [prothesis](#prothesis), [epenthesis](#epenthesis).	https://en.wiktionary.org/wiki/paragoge, https://en.wiktionary.org/wiki/epithesis
		ML_CUSTOM_PARISYLLABIC	parisyllabic	A word whose inflections contain the same number of syllables as the lemma form (compare [imparisyllabic](#imparisyllabic)).	https://en.wiktionary.org/wiki/parisyllabic
		ML_CUSTOM_PARONYM	paronym	A word derived from the same [root](#root) or [stem](#stem) as another word; classes include [cognates](#cognate) and naturalizations of foreign words. / A near-[homophone](#homophone), a word that sounds like another word (some example pairs are cognate).	https://en.wiktionary.org/wiki/paronym
		ML_CUSTOM_PARONYMIC-ATTRACTION	paronymic attraction	The phenomenon of similar-sounding native words ([paronyms](#paronym)) affecting the development of loan words.	https://en.wiktionary.org/wiki/paronymic_attraction
